Utterance,Emotion
Honey I swear! I wasn’t looking at her!,fear
"No, The kidding? guy's a freak..",disgust
", y'know, before we go ah, there’s something I need to say.",fear
You have no ideas how loud they are!,disgust
": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, procured me a candy factory. Dad, make the cast of",disgust
Joey!!,anger
Aw.,sadness
"But, now that you’ not, I’d really like sometime ask you out to.",fear
I look more like him than do!,anger
Uh-huh! Uh-huh! And-and-and I’ll always remember that summer because that’s when I realised that we are related.,joy
Oh my.,surprise
"She's amazing! She nominate the women that I dream about look like short, fat, bald men!",joy
"thusly you're really doing this, huh?",surprise
He knew we were trying to get rid of him. He knew!  You thought we could get a shower in our kitchen?,surprise
"That's fined, just don't contribute it in my mouth.",disgust
"I’m apology, I wa, i wa, I was just ah....",fear
ooh Ooh!,surprise
"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant anything.",fear
I don’t desire wanted to lose you!,fear
"You don’t want to guys, you’d be all hairy and wouldn’t lively as long.",disgust
But but we should move prompt.,fear
"Wait-wait, guys! If-if we follow the rules, it's smooth fun and it means something!",fear
"Oh Ross, you're so great. [she playfully rubs his head and suffer up]",joy
"No! No! I-I can do it single more time! See? Look!  Hmm, noodle soup. Damnit!",anger
"OK, I need to lie down.",surprise
What?,surprise
No.,neutral
Nearly never.,anger
Did she call? You-you told her I was sick right? Repeatedly tell assure her I am sick!,fear
"surely, now’m scared.",fear
"Aww, good.  Quel?",joy
"And he's being Mr. Joe Sensitive, and she thinking 'Maybe this starts the guy for me, because he understands.'",disgust
"What, what, what is it with you and this vacation?",anger
Oh my God!,surprise
"All rightfulness, allowing’s do it.",fear
"I know, I unquestionably shouldn't even tell you this, but I'm pretty much totally intimidated by you.",fear
They-they-they can aroma care.,fear
"When they’re hungry enough, they’ll come in.",neutral
start out!,joy
Okay?,neutral
What.  Bye a manipulative bitch.,disgust
"No, this is a much better job.",neutral
iodine’m-I’m-I’m hoping to be your uterus for the next nine months.,joy
The musician right outside the restaurant...it's kind    a mood-killer!,sadness
"Yes. Well, Mr. Kostelick wants you to stop by his office at the end of the day.",neutral
adieu Bye.  What a manipulative beef.,disgust
"No, no, no, that’s Dina.",neutral
"Well, umm, not much.",neutral
I took this picture from your freezers.,anger
"You retaining the old ones in the back, that is so ageist.",anger
Transit Authority?,neutral
"Hey laddie, this is a family place, put the mouse back in the house.",disgust
"Now, enough of us know that we can just tell them that we know!",neutral
God.  I have never been so uncomfortable in my entire life!,joy
"i mean, I mean I was gonna be homeless.",sadness
What?!,surprise
"Come on man, you-you got to throw me a second chance!",sadness
"Ooh, dude. That’s not gonna happen.",neutral
IT I know. Utilizes it.,disgust
"Oh, 'scuse me. I was kinda using that machine.",joy
"Precisely. So you didn’t, didn’t mention anything to Issac right?",fear
"No. No, don’t. Could you be a dear and go tell him?",sadness
Hey there little chap!,joy
"I just—I thought you guys were doing it, i didn't know you were in love!",surprise
Or Friday with no II pizzas!,sadness
where are you become? Where are you going?,fear
"Quel did, what did he aver?",fear
"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",neutral
Say more things like that.,joy
And you're not suspected to be gossiping!!,disgust
Because then I don’t have to!,joy
"Oh now papa, stay calm. Please.",fear
OH my God. He project up?,disgust
"I'm all, that's sorry the time we have.",sadness
Oh! No problem! I,joy
I,neutral
Well typically...yeah!,surprise
I am adventurous!,fear
"non I'm telling you, something's wrong! My brother does not stay out all night.",fear
did not signify to touch that—I mean,fear
"You fuck, ever since I had that dream about him, and can't    get it out of my head!",joy
"I’m gonna go to the bathroom, maybe I’ll see you there in a bit?",neutral
No-no-no-no!!,fear
"Fine, but I’ll have you savoir that once I learning him that stuff he called me Fun Aunt Rachel.",anger
"Oh please!   You’re gonna say things now, aren’t ya?",joy
I don’t think this right’s number!,sadness
"Hey, y'know, I have had it with you dudes and your cancer and your emphysema and your heart disease.",anger
Ew! Ew! EW! EW! Ew! Ew!,disgust
Only coffee! Hence are we gonna hang out now?,disgust
Okay!,joy
"surround are pretty thin, guys!",anger
He advert my fanny.,anger
It cooperated!,surprise
"That's fine, just don't contribute it in my mouth.",disgust
perils,fear
"Well, you said that you had customers lined up in the street,    so I am here to entertaining!",joy
"Hey-hey-hey-ho-ho, I get this one.",joy
"Well, I was going to, but after I talked to you, I talked to Joey.",neutral
Maybe in L.A?,neutral
"Well, yeah, now.",neutral
"What person I do? One can wants to break-up, you break-up.",sadness
"Oh no-no, iodin can’t do that.",fear
"Comin' through. Move, move.",anger
Get out of the way brainless!,anger
"No suds? Excuse me, hold on a second.  That's my friend's machine.",anger
That’s a little more than I wanted to witness.,disgust
"Oh that when yours? Uh, yeah, we used it was the duck was throwing up caterpillars.",sadness
You-you-you-you  chucked my away!,fear
WE WON!! Thank you! Yes!,joy
"IT Nothing. It’s just old and dingy, that’s all.",disgust
You told this guy that I was looking for a fling?! You don’t tell the guy that!,anger
I think you're better than you think you are.,neutral
Whar the?!,surprise
"Okay, all me don’t judge right to much.",fear
I can’t believe I did this! What an idiot!,anger
I have a off-white to pick with you.,anger
Have you ever seen so practically?,disgust
Susan! Hi!,joy
Whereof do I have to do to get some service?!,anger
"That's right, I don't... But I was, I was drunken on you!",sadness
"You don’t want to be guys, you’d be all hairy and wouldn’t live as tenacious.",disgust
"Aww, like I could hurt you. Are you pee-pee fun of my size? Don't cook fun of me because of my size!",surprise
Ah!,surprise
It's my friendships.,sadness
What are you going sound to tell her?,sadness
Shagging me.,joy
Exactly!,neutral
She was all at my mercy.,joy
Not your make!,sadness
Do you have observe consistency any respect for your body?,disgust
"Good morning.  Drake, it’s your brother Stryker. Can you hear me?",neutral
Now just tell Emily that I love her and that I can’t imagine spending my life with anyone else.,anger
"Oh, what are you, stupid? It’s been three hour.",anger
We are bad people.,disgust
And here we go,neutral
"Well, since the fire was kinda my fault I surmisal  you should get to stay here.",sadness
What?,surprise
"i mean, seriously, does it sound like something’s wrong with me?",sadness
Ah-ah!!,surprise
"Oh I’m not, I just like to try these on.",neutral
That’s sorta sad.,sadness
"Look I never should have kissed your girlfriend, but I’m",fear
"I wake up this morning, the stripper’s gone and the pack is move gone!",fear
I can't believe Phoebe's gonna have her babies!,surprise
"Oh, no-no-no-no. Last time iodin left a spontaneous message I concluded up using the phrase ""Yes indeedy-o.""",disgust
You don’t flirt the oboe!,anger
"No, what did, that was really sweet.",joy
"I mean it’s pretty unbelievable, I mean they just took off, took off without even looking back.",anger
Oh that’s five Ross. Five women have had five babies! And I sustain have had no babies! Why doesn’t she want to come out?,sadness
Just because he’s got a braggy boat he thinks he can taking up the whole river.,disgust
"Um, something, before we go ohhh, there’s y'know I need to say.",fear
"meter And then after that, I’m gonna get m drunk, I’so gonna wanna call Janice",fear
OH my god.  How many of those have you had?,surprise
OH Joey don't!,fear
It hit me nuts.,disgust
Truly?!,surprise
"No, you can't! Friends hooking up is a rotten idea.",fear
"Und, they made me head of purchasing, thank you very much.",joy
"Yeah, you’re funny.",joy
"Yeah? I can using that, trick hip, no cup, okay! Okay!",joy
"Okay, it’ll take just a little while to prepare the embryos.",neutral
"Do you my sister’s teeny-tiny little brain comprehends that people make time out of their biography to fly thousands of miles to be here, huh?",anger
"Wait, but there’s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",sadness
Wow! If only more people knew.,surprise
"No, these aren't all my suitcases.  This one's Paolo's.",neutral
"Whoa, whoa, whoa, wait, whoa.",surprise
What?,surprise
okay!,joy
"Chandler Muriel Bing. Boy, your parents never gave you a chance did they?",neutral
I’m just doing IT it to get back at Ross.,sadness
"Oh, I haven’t had that feeling since I first started work out with Chandler.",joy
"I know!  allright switch hands, Don't?",fear
"Peel the onion. First of all, he’s good looking.",neutral
"Oh, I blew it. I wouldn’t of even hires me.",sadness
"Don’t, don’t just thyroxin discount this so fast.",fear
Hey!,joy
"Oh no-no-no, give me some features.",anger
"Aah my God, how did you do that?",surprise
be you should Well embarrass.,disgust
And hats off to Phoebe. Quite a competitor.  And might I tell your breasts are still showing.,joy
I'm so sorry! No I'm sorry! No I'm dark! No I'm sorry!,sadness
Toi should serve it with vodka and a spell of celery.,disgust
What?,surprise
You're so sweet!,joy
"Okay. . Hello Drake, I'm surprised to visualize you    here.",surprise
"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",joy
AS Because I sure as hell can’t figure it out!,anger
"Oh okay, I’ll fix that to. What’s her e-mail address?",neutral
Your boat own?,surprise
They’re not loyal?,fear
"Look, look, there’s got be to a way we can work past this.",sadness
This stinks!,anger
"Ooh yeah, he looked adores a real lumberjack in those pink lacys.",disgust
"Joey, this is nauseous, it's disgusting, it's, it's—not really true, is it?",disgust
IN LONDON!!!,surprise
"But um, I don’t think it’s anything serious.",neutral
Ross! Ross! Come on! stupefy in here!  Ross! Come on!,joy
"Aw, no no no no. Oh no no no no. unity have to do this to her?",fear
Listen iodin uh…  It’s a scary world out there specially if you’re a single mom.,fear
"Well, y'know, possibly.  You didn’t narrate him that, notwithstanding? Right?",fear
"Hi, huh, nothing. That horrible woman just took my machine.",disgust
"No. It was painful. Aw my God , they should call it Pain-zine, now with a lilliputian wax.",disgust
"Excuse me, sir! This lady played my quarter, this is my money.",anger
"I mean, what am I gonna do average without you?",sadness
"Oh, which museum?",neutral
"Ohh please, he didn’t hear it! he He didn’t hear it!!",fear
"Hullo, hey, hey, that's not the rule and you know it.",anger
I do.,neutral
It’s hard this entirety platonic thing.,sadness
"I know, he’ too charming, but if you two start going out, then it’s just gonna make it so much harder me to hate him.",disgust
"Verywell, good-good for you.",joy
My wife’s a lesbians.,sadness
"What should I wear, now I’m all nervous.",fear
Her unfermented 'n' Los.,joy
"Whoa-whoa, Treeger take you cry?",surprise
When did that occur to you?!,surprise
"Uhh, do you mind sitting there. I’m-I’m saving this for my friend Ross.",neutral
"Oh, I hate this floor.",sadness
"Oooh no-no, I can’t do that.",fear
"Oh, what are you, stupid? Ohio It’s been three hours.",anger
"No look, I-I’m sure that people know you!",sadness
Will you up hurry?,sadness
"Oh, I'm meritless.",sadness
", look, there’s got to be a way we can work past this.",sadness
"No! Sorry, I just thought you were somebody else. Hi!",surprise
"direct No, don’t look directly at them!",fear
Quel?!,surprise
Check this out. Can I have this?,neutral
I'm gonna run kiss Ben goodnight.,joy
"Yeah, oh, ""Your mom probably won't kill herself,"" y’acknowledge?",anger
I was just trying to bring group little culture to the a.,sadness
"You know that’s nice, y'know we could put it back there after the surgeons remove it from your colon!",anger
"Oh, no-no, this place is totally healthy!",neutral
"Oh sure, every Sunday night I'm telling myself I'm quitting Sunday every but morning it's like",disgust
Alright. What's the message?,neutral
No...,sadness
"And then after that, I’m gonna incur so drinker, I’m gonna wanna call Janice",fear
"Umm, I’ve been thinking, I’m just gonna cum out and say it.",fear
Some guy bought it. I’m sorry. I tired to stop it but they  place me in jail!,sadness
...pig...pig piece!,disgust
"only, it's only the second day and I'm a loser with stupid leather knickers that don't even fit!",disgust
She didn't hang up either...,joy
"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that’s as good as garbage?",anger
"Umm, I'm actually a first year resident, but I get that a lot, you see, I-I graduated early",joy
"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",neutral
This is hard.,sadness
Wow ho.,joy
Maybe I should get another pair!,joy
Nope I’m not.,anger
I know! My grandmother’s gonna see this!,joy
me Excuse?,surprise
"hunky-dory, stop-stop! Phoebe?!",sadness
That’s peculiar. Umm….  It’s not fun.,fear
non after this!,anger
Nobody is gonna be staring at the bride when the father of the groom wearing a back-less groom.,disgust
You tap me.,disgust
I unity don't know you guys.,fear
You slept with somebody idea three hours after you recall you broke up. I mean smoke have left guns slower!,disgust
"Uhh, I embarrass you?",surprise
You.,disgust
"Take whatever you want, just invite don’t hurt me.",fear
One banknote to Yemen?,surprise
"No-no hey buddy, please let me dance with that girl, I really like her and I suppose I have a snapshot.",sadness
I conceive you’ve cause concussion.,fear
"You can have your own office, and a raise! Effective tomorrow.",joy
What?!  What the hell?!,anger
"No drab me, I am so sorry...",sadness
"I don't want to be single, okay? I just... I just- i just wanna be married again!",sadness
Why? Do you have the answers written on there?,surprise
Y'know it’s ironic...,neutral
"Really? approve, so",surprise
"I mean, why all the sudden are you so... Oh.",surprise
"I’m sorry, I do bash that.",sadness
"Listen, do you think- and seek not to leave my intense vulnerability become any genera of a factor here—but do you think it would be approve if one necessitate you out?",fear
Behold what you did.,anger
"Well, I think uhh, someone out there may have been imagine bad mouthing you all over town.",sadness
"Hey, Pheebs.",neutral
"Huh, Rach I start to say it’s take a of money for me to exit out on a date with a dude.",disgust
thence were done then!,anger
No. But I was showing him some cufflinks and I felt his pulse.,joy
Stupid Jane Rogers!!,anger
"...No, we despise him.",disgust
Howdy!,joy
"Okay, that's, that's enough.",neutral
"But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral
Quoi do you mean?,surprise
Well what are gonna do when he finds out he wasn’t even asked?!,sadness
What’s with all this Sand?,surprise
flennin.... F-hah....,fear
Oh my Seigneur!,surprise
"Quel you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",disgust
"Ohh, come a salle.",disgust
Chris says’re closing down the bar.,sadness
junky You junkie.,disgust
you are What talking about?,surprise
Really?!,surprise
"pass, Pheebs!",joy
"dad Oh now daddy, stay placate. Please.",fear
I’ sorry.,sadness
I-I wasn’thyroxin t in that.,sadness
"Ross, umm, you've been in there for a long time. I'm began to get kinda freaked out.",fear
"But only because I was up all nighttime afraid about this  meeting, ain’t that funny?",fear
", sorry, oh, oh.",fear
Joey!,anger
What?,surprise
Uh-oh.,fear
How's that several?  Oh! Yeah!,surprise
F-hah.... flennin....,fear
"I proceeds the uh dead blossom out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",sadness
Hello Ross.  I love what you’ve completed with this space.,joy
"aah, now lost you me.",fear
"Well low, for forgetting to throw you a bridal shower.",sadness
Don't enounce it.,fear
"I'm XII, I'm not pudden-head.",fear
Accordingly what's it gonna be?,joy
Did you see that?,surprise
"Well actually uh, there was something we wanted to tell you about the wedding.",neutral
Oh my God! Oh my immortal!,surprise
"I'll bet he's totally over me, I'll bet he's ticket.",sadness
You know what? I'm not gonna be able enjoy to this.,sadness
"Oh no-no-no-no, iodin meant Chandler.",anger
You need me to go down there with you and hold your hand?,neutral
No Ross! tyke! Ross! My Ross has no father!,fear
Oh my God! I’m gonna have to find another minister.,sadness
"Ooh, and it's so lovely having this little sink here...",joy
", I’m sorry. I think I can walk the rest of the way now. Just-just give me my.",sadness
It’s one more thing in my life that’s suddenly abundantly different.,sadness
"Umm, I'm actually a first year resident, but I cause that a lot, you see, I-I graduated early",joy
"Well, that’s not something a girl wants to heard.",anger
"Yeah, he-he-he calls me up and asks me if he can cut my new movie.",anger
You can't have it.,anger
"Yeah? I can use that, trick hip, no cup, okay! Okay!",joy
Oh yeah?,sadness
"Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",anger
"Whoa!! That—alright, that’s a",disgust
Despise you!,anger
"Yes. Yes, he says I’m goods.",sadness
"Oh honey, come on, I’m sorry, I didn’t....",sadness
No!,sadness
"Well, yes! Just give me five minutes, I just have to find someone to cover my shift.",joy
thence?!,disgust
Oh! I knew it! I knew it! I felt really thick this morning.,joy
Nice to meet you too.,neutral
"Whoa, whoa, whoa! Slow down, you go",surprise
She’s not crazy is she?,surprise
"Aw, it’s unthinkable!",surprise
ace just can't believe you're in here.,surprise
"This doesn’t imply algo, does it?",fear
"Oh wow, you didn’t even try to unhook my bandeau!",surprise
So like do of these two guys which you want to be?,sadness
Like your sweater.,neutral
"Not, you laughing? The guy's a freak..",disgust
"You can come in, but your filter-tipped little buddy has to stay outside!",joy
And as my wife I think you should grant me this favor.,neutral
"I’m sorry, one do that.",sadness
Chuck Woolery?,neutral
"Well, my Grandfather was Swedish and my Bubbie was actually a tiny little bunny.",joy
"Y’know ahem, actually I-I-I should get going.",anger
but just if...,fear
Gratitude you.,joy
"I'm telling you, something's wrong! My sisterly does not stay out all night.",fear
What about my youngster Drake?! Huh!?  No!! No!! No! God!,anger
"Listen, it was nice to see you. I gotta run backstage.",joy
"Well hey, who did these resumes for ya?",surprise
"Yes! Way to go, man!  Still got the egg, huh?",joy
"Petrie, right, right. Okay, some people gonna be working",neutral
"What are you babble about?! Mindy, the guy is the Satan! He's Satan in a smock!",disgust
Hey! Are those crab cakes?  Did I not tell ya to come straight to me when more crab cakes were ready?,joy
What the hell is in there?,surprise
Who names their anyhow sauceboat boat Coast Guard anyway?,disgust
All right fine! If it means that much to you! But just—there’s gonna be a ton left over.,sadness
We are harmful people.,disgust
I’m really glad we came.  You’re so pretty. I amour you.,joy
But I to tell him how I feel!,sadness
Hello! Who’s in there?,neutral
That-that’s a no.,neutral
You would've wish it.,sadness
"Look look! It's Rachel and Barry. No, see don't everybody look at once!",surprise
"No. Oh, okay. But while you dial, let me show you the features Umm my new ringing handbag.  of, it does work!",fear
No!,anger
Uh-oh.,fear
"Yes, I, I know, I know he does.",fear
"No, no ""How you doing?"" Man, I mean not still a copa of coffee first!",disgust
All right. So you're telling me that there is nothing live on between you and Chandler.,anger
"What can do? One person wants to break-up, you break-up.",sadness
"Monica, you’re so lucky! He’s like the most pop guy in school!!",joy
What?!,surprise
"Ok, I know this is gonna sounds genuinely silly, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",joy
"Cheerio, hang up! You get food poisoning just talkin’ to nutrient that place.",disgust
"Oh-oh! Alright, she’s kicking!",joy
"That’s a good question, dad. That’s a good question",neutral
"And I will cook anything you want in here , do and there in anything!",fear
"That ring? When my granma first came to this country, that ring and the clothing on her back were all she had with her.",surprise
Hey!,joy
Terry already hired over girl that there.,sadness
"Ok suds, no save. No?",anger
hate We that Guy.,disgust
nobelium you don’t!,anger
"Well hey, who did these restarts for ya?",surprise
"What does this mean? What do you, I mean do you wanna, get back together?",neutral
"Y'know, she’d enunciate no, but here we are!",anger
My parents spent the money for our wedding!,anger
"Hey-hey, check it out! Check it out! Ugly Naked Guy has a naked friend!",surprise
What's fit on?!  That's what's going on!!,anger
I hope you can find some routes to be pleased for me. And I hope you'll still be my maid of honor...?,fear
"Ross, unity still can’t forgive you for what you did, I can’t, I just, but sometimes when I’m with you I just, I sense so...",sadness
"I know, I’m sorry! But y’know, this ring is better! Monica never even saw the other ring.",anger
"Yes, thank you. You see, this is how normal people are supposed to react to drums.",neutral
"Hi, listen, I’m sorry about before.",sadness
Yeah?,neutral
"It's awful I know, I mean, I feel terrible but I have to do this if I bang want my marriage to work.",sadness
I won! That was my quartern!,anger
"Oh, wait, Joshua! Joshua!   Yeah, comfortably, that oughta do it.",sadness
Hey!,surprise
I don’t! Maybe she’s crazy!,anger
"When a had insurance I could get hit by I bus or catch on fire, y’know?",fear
"Listen, can we watch cartoons on your television?",neutral
No!,sadness
"And it arrived out, ""Squatternut buash?""",joy
Oh...  OH my God. He remembered.,surprise
Thanks.   Congrats on your big break.,sadness
Okay. But not about this!,anger
"Yeah, so do you.",anger
"Young! You’re a man-child okay?! Now go get changed because everybody’s ready and please, oh please, keep my underwear!",disgust
"Oh Mon, I laughed so voiceless",joy
I thought I told you to get outta here!,anger
no!,disgust
Wow! That Mike thing was interesting! I don't savoir what's gonna happen with Phoebe and David.,surprise
"No me, I am so distressing...",sadness
"Sure, what do you got?",neutral
You gotta help me out with a couple more boxes!,sadness
Lint?,neutral
"No Phoebe, don’wear t look! You don’t wants to see what’s under there!!",fear
"I-I, state have to I you something.",fear
thither We'll be right there!  Can't you just say it starts later?,anger
"Please? Please?! We just don't want to addresses with telling everyone, okay? Just you won't tell.",fear
You didn’t leave lipstick marks on the phone.,neutral
"uh, oh! Because, uh, I haven’t really paid the bill",sadness
"dreary Oh, honey, I'm sorry.",sadness
It's worse than the inch!,disgust
"What are you still doin’ here?! I told you, lobster ravioli!",anger
"hitchhiker could you pick up a How?! He could be a rape—, a rapist or a killer or something!",fear
I-I keeping hearing all these rumors that I might get fired.,fear
"Oh, I blew it. I’t of even hired me.",sadness
I’m just saying that only a man completely secure with his masculinity could walk around in women’s underwear!,neutral
"Chandler, I found the perfect ring.",joy
Tulsa is Italy—Invites don’t defecate me go  there!,fear
Storming!,anger
During a blackout? He'd take trampled!,sadness
Oh act my Lord….What’s he gonna do now?,fear
Wait!  Okay!,neutral
Don’t you talk to my husband like that you stupid by-blow!,anger
"Ohh, get a room.",disgust
And you’re our age. You’re our age.,surprise
That screen a was!,fear
Just take him to like a ball game or something.,neutral
Damn you Monica Geller hyphen Bing!,anger
"No, you can't! champion cop up is a bad idea.",fear
Oh does it matter?! All that matters is you look so handsome.,sadness
Carol our sex life is—it’s just not working,sadness
"Four, invites.  I’m really twitchy.  Thank you.",fear
Quel are you dotty?!,disgust
What?,fear
"Oh, it’s you. 1 see you everywhere. I’m Jim, Jim Nelson.",surprise
"non No I mean—No not you, not you, you—you",fear
Ohio my Heavens. He threw up?,disgust
No No!,disgust
Oh my idol! What were you doing in a library?,surprise
So your dad dropped by. helium’s a pleasant man!,joy
tell what? Exactly.,fear
break! Go!! Go! Go! Go! Go! Go! Go! Go!,fear
"Oh, don’t thank me, thank the jerk that never showed up. Okay, I gotta take to father to work.",anger
"I’m sorry, I thought I could do it and I can’t!",sadness
I do?,surprise
Oh. Ew! Ew!! Ugh! Y’know what? This is too nosy.,disgust
"she were jumbo. When They sneezed, bats flew out of them.",disgust
No.,neutral
"All right. All right, i’ll do it.",sadness
"Noo, I y'know I don't see why she has to receive play with you, that's all.",anger
You’re welcome.  i’m sorry. Did coif I hurt you?,fear
Chris says they’re closing down the bar.,sadness
"No, the tranquillise down thing!",anger
"Water breaking, what do you mean? What's that, water breaking?",surprise
i can’ watch!,fear
Vous should! How is she?,surprise
You drift them away!,joy
completely right ticket! If it means that much to you! But just—there’s gonna be a ton left over.,sadness
My Father Chuck is Magioni?,surprise
"Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",anger
Why?!!,surprise
"But I stand by my review, I know nutritional and that wasn’t it.",disgust
"do on, taking up, pick up!",fear
