Utterance,Emotion
"Okay, here we go.",neutral
This way I can break 'em up with a movie.,neutral
"Okay, now close you eyes, and think of a happy place.",neutral
"Nothing, why?",neutral
"No thanks, I’ve already seen one.",neutral
Y'ever been in love?,neutral
"No, he visited a little town south of throw up.  So what was Phoebe’s secret?",neutral
"Okay look, Monica came here for some memories and damnit, we’re gonna give her some!",neutral
"Yeah, no they don’t do that.",neutral
"And that big bloke with the beard, he has got a trick hip.",neutral
Thanks.,neutral
Hm-mmm,neutral
I’m from Long Island.,neutral
"Oh, yeah, well… Yeah, no use wasting this baby, just lyin’ around the house.",neutral
"Yeah, okay let’s leave these two alone.",neutral
I don’t need to have a game room.,neutral
"Yeah!  All right, maybe you don’t have to smile. Let’s try something else. Let’s try umm, try looking sexy.",neutral
Oh honey he doesn’t need my help.,neutral
It’s time for me to conquer the physical world.,neutral
"I'm afraid I can't let you do that, Joe.",neutral
All right. This is the kitchen.,neutral
"Hey, what's up?",neutral
Remember Phil Huntley?,neutral
There is no father.,neutral
Okay. Let's do it again.,neutral
"Hey, Joe.",neutral
"No, Rach, no. I don’t, I don’t, I don’t",neutral
"No just, nobody press on my stomach.",neutral
Dear Mary-Angela.,neutral
"Well, I’ll be waiting for you, just come up when you’re done.",neutral
How do you feel?,neutral
"Now Monica, I know you’re upset, but don’t forget.",neutral
I've actually been thinking about quitting lately.,neutral
"Hey, I can be smooth.",neutral
Yeah. You won't be able to take it.,neutral
"Y'know what you should do, you should get her one of those um, barium enemas.",neutral
That's,neutral
I mean I wish I were a seahorse.,neutral
"Umm, I used your pen to draw on my friend's face.",neutral
Interesting.,neutral
I went to any place that they made sandwiches!,neutral
"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.",neutral
"Okay. And uh, are you married.",neutral
I’m an actor right?,neutral
Just smile and don’t talk to,neutral
But I'm told for fifty pesos you can buy a    human spleen.,neutral
"Yeah, well, you didn't know Chi Chi.",neutral
"No Joey! Look why don’t, why don’t we just let her decide? Okay? Hey-hey, we’ll",neutral
"Well, you might try accidentally breaking something valuable of hers, say her-",neutral
"No, hey, well, I-I completely understand. You were, you were stressed.",neutral
Hey.,neutral
"Oh, that's attractive.",neutral
I'm not always that bad!,neutral
"Ross, ten o'clock.",neutral
"Y’know, I was worried, that, you know, they would maybe an unbearable living situation.",neutral
"Hey, y’know what?",neutral
"Wh-which is why I ah,  ahh,  okay.",neutral
"I'd love it too. Shoot, I gotta go. So, I'll talk to you later.",neutral
"Ross, it took you ten years to finally admit you liked me.",neutral
"Like uh, maybe we could get him to get tickets to another Knicks game and invite him.",neutral
"Joey, if I go first, I wanna be looking for my keys.",neutral
"Okay, well y’know what, don’t worry you guys, ‘cause I’m-I’m gonna do this as many times as it takes to get it right.",neutral
I’m going to the bathroom.,neutral
They're gonna call her Chandler.,neutral
Hey sweetie.,neutral
"It wasn’t on your list, but hopefully you’ll think it’s really fun.",neutral
Why?!,neutral
"Umm, okay I would like to talk to you about your toner needs.",neutral
Doorknob?,neutral
"Hey, don't look at me. This is Ross's thing.",neutral
Huh?,neutral
"Well, if you want, you can stay with Rachel and me tonight.",neutral
Haven’t you and I covered that topic?,neutral
"I mean come on, you remember what’s it’s like to be 19 and in love.",neutral
"Actually, that’s our three hole punch.",neutral
"Thank you, but I want to remove it Pheebs. I don’t want to make it savory.",neutral
"Nah, it’s okay. Right, Gunther?",neutral
You got me.,neutral
This place is really my Grandmother’s.,neutral
"Yeah, big fan.",neutral
Yeah bye-bye!  Hey! So just a light layer?,neutral
Me too.,neutral
"Chandler, here you go, got your traditional Thanksgiving feast, you got your tomato soup, your grilled cheese fixin's, and your family size bag of Funyuns.",neutral
"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.",neutral
I started to realize that I was having feelings for someone  else.,neutral
Warm milk and,neutral
Kitten?,neutral
"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend ‘Albino Bob’.",neutral
"Yeah, because I was",neutral
Y’know what?,neutral
May I see your boarding pass?,neutral
"Okay, okay, we’re approaching the window  Thread the needle.",neutral
"Yeah, I do think it’s better this way.  Yeah, we’re being smart.   Yes, I’m sure.",neutral
You’ll see.,neutral
"Yeah me too, all night.",neutral
Yeah.,neutral
"No, see the thing is I want to get out of here before Joey gets all worked up and starts calling everybody bitch.",neutral
You might wanna put the kids to bed for this one.,neutral
It’s Petty.  I’ll be right back with your ticket.,neutral
"Yeah, or, or, or, Mississ-Pete.",neutral
Oh yeah man.  Joey.,neutral
"Basically, Rachel and I were in Vegas and we got drunk",neutral
No.,neutral
"It’s, it’s, it’s just ah, a coincidence.",neutral
He was planning a party for his girlfriend at the time.,neutral
"Well, sure in a perfect world. But, no, I promised I wouldn’t tell, and I swore to like all my gods.",neutral
"So, did shopping make you feel any better about Ross?",neutral
Yes. Yes. Just here  and there .,neutral
I’ll talk to you tomorrow.,neutral
I’ll be waiting.,neutral
Oh that's an eye removal machine.,neutral
"Let me start by uh, by introducing myself, I am Professor Geller.",neutral
What's that?,neutral
"Well sensitive is important, pick him.",neutral
"So, um, will you bring the truck?",neutral
"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?",neutral
We’re just really…very excited about this charity event that we have to go to.,neutral
Nestley Toulouse.,neutral
"Hero, I uh, I don’t know—well, all right.",neutral
Good-bye.,neutral
Right here.,neutral
So what’s up?,neutral
"Ah, it’s still not the time.",neutral
It’s Joey right?,neutral
"No, you're the best.",neutral
"Okay, look, he's not gonna hurt them, right?",neutral
Hey.,neutral
Yeah.,neutral
Just act like you belong.,neutral
Like a,neutral
"So what, so what you saw him with a girl?",neutral
"Oh uh, I’m sorry.",neutral
"You said, you wanna come in for some lemonade?",neutral
Ross! Can I talk to you for a second?,neutral
That word was swans.,neutral
Hey.,neutral
"Monica face it, Chandler is against marriage. And-and always will be!",neutral
We get high.,neutral
Who cares? Nobody reads those things,neutral
Okay man.,neutral
Mrs. Braverman must be out.,neutral
Ms. Monroe…  Oh there you go.,neutral
"Okay, we have a lot of options here, a number of prototypes for you to try on.",neutral
"Okay, there's a",neutral
Y'know they say a watched pot never beeps.,neutral
"I didn’t even realise how late it was, until I noticed the 5 o’clock shadow on her head.",neutral
You are no longer authorized to distribute birthday muffins.,neutral
I stole Monica’s and changed the name.,neutral
It's laundry. The thinking through is minimal.,neutral
"No it’s not too soon, I had lunch at a eleven.",neutral
Ross you left you scarf in… Hey you guys.,neutral
"Ok, all right, so I'll take her to the MET.",neutral
Probably?,neutral
"Ahh, to be 13 again.",neutral
That’ll be all.,neutral
"Yes, that’s very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",neutral
No. You?,neutral
Are you under the sheet?,neutral
"Yeah, Ross is great.",neutral
I’d need an expense account.,neutral
And this is Rachel.,neutral
Take my hand.,neutral
Nothing.,neutral
"Uh, okay, Pheebs?",neutral
And did he?,neutral
Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.,neutral
"It's so good, isn't it?",neutral
I've got magic beans.  Never-never mind.,neutral
So the going for help went well?,neutral
"See Joe, that's why your parents told you not to jump on the bed.",neutral
Okay.,neutral
Okay! We’ll need a six-pack of,neutral
"I thought I would, but the translation's no good.",neutral
"All right, call it in the air.",neutral
Hey.,neutral
Like the guy on the other side of you was Smelly von Brownshirt.,neutral
"Of course, of course.",neutral
"But that's okay, no problem.",neutral
"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight.",neutral
"Well, you’re just gonna have to try.",neutral
"Yeah, we are.",neutral
I cannot sleep in a public place.,neutral
"No-no, I know that, but I just have to make enough money for the second part of my plan.",neutral
I think on some levels she already knows.,neutral
"What is the name of your roommate who is very, very sorry and would do anything",neutral
"Um, coffee to go, please.",neutral
Steady.,neutral
"Uhh, well I’ve got an audition down the street and I spilled sauce all over the front of my shirt.  You got an extra one?",neutral
"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?",neutral
Who’s Elaine?,neutral
Making holiday candy for the neighbors.,neutral
"Hmm, come on, you just said to her that you….",neutral
"So uh, who’s your photographer?",neutral
Why don’t we do a trial run.,neutral
"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",neutral
Aren’t you with that girl over there?,neutral
Hey.,neutral
Didn’t you sleep together?,neutral
You-you must choose Mr. Bing.,neutral
Thanks.,neutral
What would you give to a kid if he wanted a ticket to play with?,neutral
I,neutral
I didn't get it?,neutral
"A woman named Heldi called and said we were getting married, but that happens everyday.",neutral
Sit down.,neutral
How did it go with Erin?,neutral
I don’t know.,neutral
No. No. No. She lives on the,neutral
"Okay, but wouldn’t it be easier if you had to tell me something that you could tell me.",neutral
Clear the tracks for the boobie payback express. Next stop: Rachel Green.,neutral
Thanks.,neutral
You never know.,neutral
"Because it says ""Captain Ross"" on the side and ""I hate Monica"" on the bottom.",neutral
"Well, I've brought some books. We could read.",neutral
Hello Skidmark.,neutral
What?,neutral
"Yeah. Uh, …a slice……six dollars?",neutral
"All right, so who do you got it narrowed down to?",neutral
What's goin' on?,neutral
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral
Here you go Pheebs. Who else wants one of my special homemade brownies?,neutral
"But I'll still always come back, like this.",neutral
"Now, have you told anyone else?",neutral
If you have the big apartment you have to deal with people coming over all the time.,neutral
Yeah!,neutral
"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",neutral
No.,neutral
But y'know what?,neutral
Clearly there's a vibe going on between us.,neutral
"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",neutral
Hey!,neutral
Why?,neutral
So are you actually gonna see her again?,neutral
"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?",neutral
"It's a known fact that women love babies, all right?",neutral
You need me to go down there with you and hold your hand?,neutral
"Hello, is Ross there?",neutral
"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",neutral
For fun?,neutral
Yeah! Once.,neutral
"Sure, I can hang out ‘til I have to meet ya.  What uh—How come you’re not going?",neutral
"Ok, Ok, Pheebs...",neutral
No touch! No touch!,neutral
"Chandler Muriel Bing. Boy, your parents never gave you a chance did they?",neutral
"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?",neutral
"Yeah, she’s fired.",neutral
Didn’t think so!,neutral
It's that whole sensitive thing.,neutral
No. Why?,neutral
"So if the landlord ever asks, I’m 87 year old woman, who’s afraid of her VCR.",neutral
"Hey, what are you guys doing tomorrow night?",neutral
"So I got your car, it’s right outside.",neutral
Here you go!,neutral
"We don’t have 50 bucks, but would you be willing to trade for it? We’ve got a canoe.",neutral
"Umm, do you know each other’s hometowns?",neutral
I called a cab. she just left.,neutral
A dreamless sleep.,neutral
"Yeah, right here in my pocket.  Pheebs?",neutral
"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",neutral
"You wanna, you wanna grab some coffee?",neutral
"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",neutral
Okay?,neutral
"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",neutral
I think you'll find this room more to your liking.,neutral
We have to do something with it.,neutral
No problem.,neutral
"Let me ask you some questions about, is it, uh, Marcel?",neutral
I have actually,neutral
He says he was too.,neutral
I like her.,neutral
"I made a bet with myself that you have beautiful eyes. Now that I see them, I win.",neutral
"Hey Rach, do you feel like going to a convention?",neutral
Can I do it to you?,neutral
"Me too! Yeah. And comfortable. Do uh, do you like leather seats?",neutral
Can I help you?,neutral
I won’t speed.,neutral
"Alright, I'm gonna go pick up a few things for the trip.",neutral
Ross.,neutral
Yeah.,neutral
"Yeah, and I am okay with being a pushover.",neutral
"Wh—no, but y’know who did stop in here looking for ya, Tennille.",neutral
What?,neutral
"You’ve seen my huge stack of porn, right?",neutral
"All right, honey, time to start pushing.",neutral
"And sometimes, I'll want you to steal third, and I'll go like this.",neutral
Okay!,neutral
"Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",neutral
"I know, but I’m a neurologist.",neutral
Still.,neutral
Try feeding her again.,neutral
You think we're ready for something like that?,neutral
Fight.,neutral
"No, we’re not.",neutral
"Oh, yeah, no problems. It’s all taken care of.",neutral
Little bigger.,neutral
"That was supposed to be a good thing, I forget why.",neutral
"No, it's only been six years.",neutral
In,neutral
I gotta go!,neutral
Your a poet and don't know it.,neutral
When are you coming home?,neutral
I found a dried up seashores.,neutral
"Ahh, yes.",neutral
Okay.,neutral
So are you thirsty?,neutral
But I couldn’t.,neutral
"So, in conclusion, the lines all go up , so I’m happy.",neutral
Taurus?,neutral
"I’m sorry I’m late, did I miss anything?",neutral
"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral
"Yeah, that’s the one. Listen, I don’t want to hurt her.",neutral
"All right, here we go.",neutral
"Well ah, ........y'know.",neutral
Hey.,neutral
"Yeah, I would’ve except I had a big spaghetti stain on the other side.",neutral
Let’s call ‘em.,neutral
Why do they keep doing that?,neutral
Hi. She said yes.,neutral
"Well, actually, you only got to sing 'Memo-'.",neutral
Oh right.,neutral
Absolutely! Just fight all your natural instincts and you’ll be great.,neutral
It’ll be okay Joe.,neutral
Ahh.,neutral
"Ah, just one other thing.",neutral
Uh-huh.,neutral
What did you want to show us? Because all I can see is this,neutral
"Oh no, one of those ‘look for the hidden meaning’ songs.",neutral
Oh.,neutral
"Knock, knock, knock, knock, hi.",neutral
Well... he happens to be a very nice... guy....,neutral
...I d'know.,neutral
"Yeah, it’s the new building on Avenue A.",neutral
How are ya?,neutral
"Oh sure, Cilantro Larry.",neutral
No.,neutral
No.,neutral
"Okay, I’m gonna break into this mini-van and put it in neutral.",neutral
"Joey, this is",neutral
"I mean, you two are-are my… I mean, I’m lucky to have just one good",neutral
"All of a sudden, Leon, the manager, calls me into his office.",neutral
I know.,neutral
"Oh okay, I’ll fix that to. What’s her e-mail address?",neutral
"Hi there. How many, how many ah, did you sell?",neutral
Do you wanna know the first thing she said when she came back from her lunch with Richard?,neutral
"Ah, we’re out. I sold them all.",neutral
Who is it?,neutral
Now we can go eat.,neutral
"Well, not really.",neutral
"He’s right, even if it’s to say something complementary.",neutral
"No that’s not what I want. Uh, I’m glad you guys were bonding but I",neutral
"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",neutral
"Alright people, now everyone grab a partner.",neutral
"Okay Rach-Rach-Rach look at me, look at me, everything’s gonna be fine, trust me.",neutral
Ah.,neutral
What are these?,neutral
Anybody gonna eat that?,neutral
What do you say?,neutral
"Oh, no no no. I'm fine. I'm fine.",neutral
Hey guys!,neutral
Could be Casey.,neutral
Yeah? The work problem?,neutral
It’s not like we run in the same circles.,neutral
"Oh, sorry.",neutral
"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",neutral
"Oh, my fiancee wants the Swing Kings.",neutral
"Ohh, it’s time to go.",neutral
You don’t think it’s a little crazy that you get all my points just ‘cause you,neutral
I’ll remember that.,neutral
That was,neutral
"Nothing, um, it's just, um... It's Roger.",neutral
"Oh, I thought you guys meant marijuana cigarettes, y'know?",neutral
It's Danny.,neutral
"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...",neutral
She was kinda stupid.,neutral
Hey!,neutral
"Uhh, no.",neutral
"Hello? Yes, she is, hold on a second, please. Monana, it's for you, the credit card people.",neutral
"So I'm asking you please, take a moment before you judge me.",neutral
He musta been sweeping. They found a broom in his hand.,neutral
"Look, if you want to get back at Ross, I am here for you.",neutral
"Yeah, okay, at ease solider!",neutral
"Okay, okay, what's going on?",neutral
That you enjoyed the occasional drink…ing binge.,neutral
"Well, not just lemonade, iced tea, sometimes juice.",neutral
"Yeah, what town are we near?",neutral
"And-and I promise, I won't touch a guitar until you say I'm ready.",neutral
Well do you want some help?,neutral
"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",neutral
And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,neutral
"Actually, that can't happen.",neutral
So…  I’m gonna go now.,neutral
"Oh I, I have plans tonight.",neutral
This is a glaucoma test.,neutral
"Yeah, okay, I'll see you later.",neutral
"Yes, hello.",neutral
"Oh, me too.",neutral
I've decided to pay a professional musician to play in here on Sunday afternoons.,neutral
They're male nurses.,neutral
"No, I’m picking you up for our date. These are for you.",neutral
"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",neutral
Eh,neutral
"Y'know, we don't have to watch this.",neutral
Um-hmm.,neutral
"And you would read alone in your room, and your puzzles...",neutral
How do you think she's doing?,neutral
"Rachel, this is your apartment.",neutral
So go fix it!,neutral
"Okay, I’ll pay you tomorrow.",neutral
Oh shoot! Maybe next time.  Thanks for a lovely evening.,neutral
Phoebe! You and I have,neutral
"Actually, I’m not here to complement the chef.",neutral
Ross?,neutral
"That's right Ross, I can see you in your new apartment!",neutral
Oh. Yeah.  Uh Chandler,neutral
"What people think or how you feel, huh?",neutral
What?,neutral
Or Casey.,neutral
Went down to the docks. Bet ya didn't know you could get it wholesale.,neutral
And a small piece of chocolate.,neutral
"It can’t be me, I’m standing right here.",neutral
"Yes, I suppose I am a dog. But Issac, see I-I happen to have a girlfriend.",neutral
How about we talk about this over dinner?,neutral
"Hey-hey-hey! So, how did it go with Dana? Any reason I should leave a block of time open say Thursday?",neutral
I’m Joey.,neutral
"Oh-okay, I get the game now.",neutral
"Oh yeah, what are you reading?",neutral
It's all right.,neutral
"Okay, ah umm, ah, a 8. Ah, a 6?",neutral
"Well, okay, fine, use my happy place.",neutral
Right?,neutral
"I can, I can see that.",neutral
"I don’t know.  I can’t tell, what ever it was went back in too quickly.",neutral
"Well, at the Christmas party him and Santa did some definitely    gay stuff!",neutral
Okay.,neutral
"Yeah, sure.  All right, whose court is the ball in now?",neutral
"Are they end to end, or tall like pancakes?",neutral
What do you see?,neutral
"Okay I’ve got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",neutral
That’s not a state Joe.,neutral
"Rachel has something that she wants to tell you and umm, I believe that this is your red sweater.",neutral
"Me too, we should get goin'.",neutral
Oh-oh Professor Geller.,neutral
He told me in person.,neutral
I gotta go check something over here.,neutral
Looks like it.,neutral
"Joey, I gotta tell ya, I've been thinking",neutral
You didn’t leave lipstick marks on the phone.,neutral
I’d better go. (She goes and sits down in the,neutral
"No, no, my mouth    says the words, my brain is thinking monster trucks!",neutral
"Well, I don’t think this, y'know.",neutral
It was fine.,neutral
Pizza box.,neutral
I didn't wanna leave him alone.,neutral
Oh.,neutral
"Hmm, noodle soup.",neutral
Hormones.,neutral
Whazzup??,neutral
...What did I ask?,neutral
What do you think of adding him to our team?,neutral
"Oh, it’s okay.",neutral
"I don’t know, you thought ‘See you Saturday’ was funny.",neutral
Thanks a lot.,neutral
"Yeah! In fact, to prove how much you mean to me,  here.",neutral
Y’know?,neutral
"Oh, hey, look, I found coffee!  Okay, let’s skedaddle.",neutral
Okay.,neutral
"Honey, we have to go. Our reservations are at 8:00.",neutral
You're sure? You're absolutely sure?,neutral
What?,neutral
No.,neutral
"She said, ""If I’m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",neutral
You’re not feeling left out or anything are ya?,neutral
"Oh, boy scouts could have camped under there.",neutral
"Hey, it's Janice.",neutral
Much,neutral
We’re still on this side of the door.,neutral
You mean they like you.,neutral
Ross has a boyfriend.,neutral
"Windows are clean, candels are lit.",neutral
Handling it?,neutral
Eight whole days.,neutral
And I can't stop you.,neutral
"We’re actually at the end of one of our research cycles, so we’re not looking for applicants right now.",neutral
"Good, good, I'm a lawyer now.",neutral
You can’t,neutral
"Anyway, it just doesn’t seem worth it to make a whole turkey for just three people. Okay? It’s a lot of work.",neutral
"Yeah, then you did that.",neutral
"I'm moving on, and you're moving on with me.",neutral
I thought you already have a job.,neutral
"Oh, no thanks, I got it.  No I don’t!",neutral
"No, no, Mr. Heckles no one is making any noise up here.",neutral
