Dialogue_ID;Utterance_ID;Emotion;Sentiment
32;0;surprise;negative
32;1;neutral;neutral
32;2;surprise;negative
32;3;neutral;neutral
32;4;surprise;positive
32;5;neutral;neutral
32;6;surprise;positive
32;7;surprise;positive
32;8;neutral;neutral
32;9;surprise;negative
32;10;joy;positive
32;11;joy;positive
32;12;anger;negative
32;13;anger;negative
32;14;anger;negative
32;15;neutral;neutral
32;16;neutral;neutral
32;17;fear;negative
32;18;neutral;neutral
33;0;fear;negative
33;1;joy;positive
33;2;neutral;neutral
33;3;neutral;neutral
33;4;surprise;positive
33;5;neutral;neutral
33;6;neutral;neutral
33;7;neutral;neutral
33;8;joy;positive
33;9;joy;positive
33;10;neutral;neutral
34;0;neutral;neutral
34;1;neutral;neutral
34;2;neutral;neutral
34;3;joy;positive
34;4;neutral;neutral
34;5;neutral;neutral
34;6;neutral;neutral
34;7;neutral;neutral
34;8;neutral;neutral
34;9;surprise;positive
34;10;neutral;neutral
34;11;neutral;neutral
34;12;neutral;neutral
34;13;disgust;negative
35;0;surprise;positive
35;1;joy;positive
35;2;joy;positive
35;3;joy;positive
35;4;joy;positive
35;5;joy;positive
36;0;neutral;neutral
36;1;neutral;neutral
36;2;neutral;neutral
36;3;neutral;neutral
36;4;sadness;negative
36;5;sadness;negative
37;0;neutral;neutral
37;1;joy;positive
37;2;joy;positive
37;3;disgust;negative
38;0;anger;negative
38;1;neutral;neutral
38;2;joy;positive
38;3;neutral;neutral
38;4;surprise;negative
38;5;neutral;neutral
38;6;anger;negative
38;7;surprise;positive
38;8;surprise;positive
38;9;surprise;positive
38;10;surprise;negative
38;11;surprise;negative
39;0;anger;negative
39;1;anger;negative
39;2;surprise;negative
39;3;anger;negative
39;4;anger;negative
39;5;anger;negative
39;6;anger;negative
39;7;joy;positive
39;8;neutral;neutral
39;9;neutral;neutral
39;10;disgust;negative
39;11;neutral;neutral
39;12;neutral;neutral
39;13;neutral;neutral
39;14;neutral;neutral
39;15;anger;negative
39;16;anger;negative
39;17;anger;negative
39;18;anger;negative
40;0;anger;negative
40;1;anger;negative
40;2;neutral;neutral
40;3;neutral;neutral
40;4;neutral;neutral
40;5;neutral;neutral
40;6;joy;positive
40;7;neutral;neutral
40;8;disgust;negative
40;9;fear;negative
40;10;neutral;neutral
40;11;surprise;negative
40;12;joy;positive
40;13;sadness;negative
40;14;sadness;negative
41;0;sadness;negative
41;1;surprise;negative
41;2;neutral;neutral
41;3;neutral;neutral
41;4;neutral;neutral
41;5;surprise;negative
41;6;neutral;neutral
41;7;neutral;neutral
41;8;neutral;neutral
41;9;neutral;neutral
41;10;neutral;neutral
41;11;neutral;neutral
41;12;disgust;negative
41;13;neutral;neutral
41;14;disgust;negative
41;15;surprise;negative
42;0;neutral;neutral
42;1;surprise;negative
43;0;neutral;neutral
43;1;neutral;neutral
43;2;neutral;neutral
43;3;neutral;neutral
43;4;neutral;neutral
43;5;neutral;neutral
43;6;neutral;neutral
44;0;neutral;neutral
44;1;surprise;positive
44;2;neutral;neutral
45;0;sadness;negative
45;1;disgust;negative
45;2;neutral;neutral
45;3;anger;negative
45;4;neutral;neutral
46;0;joy;positive
46;1;surprise;negative
46;2;anger;negative
46;3;surprise;positive
46;4;neutral;neutral
46;5;neutral;neutral
46;6;anger;negative
46;7;surprise;positive
46;8;joy;positive
46;9;joy;positive
46;10;neutral;neutral
46;11;fear;negative
46;12;joy;positive
46;13;surprise;negative
46;14;joy;positive
47;0;neutral;neutral
47;1;neutral;neutral
47;2;neutral;neutral
47;3;neutral;neutral
47;4;neutral;neutral
47;5;neutral;neutral
47;6;neutral;neutral
47;7;joy;positive
47;8;neutral;neutral
47;9;neutral;neutral
47;11;surprise;positive
47;12;neutral;neutral
47;13;surprise;positive
47;14;neutral;neutral
47;15;joy;positive
47;16;joy;positive
47;17;neutral;neutral
48;0;neutral;neutral
49;0;neutral;neutral
49;1;neutral;neutral
49;2;anger;negative
49;3;joy;positive
49;4;fear;negative
49;5;neutral;neutral
49;6;neutral;neutral
49;7;neutral;neutral
49;8;neutral;neutral
49;9;joy;positive
49;10;neutral;neutral
49;11;neutral;neutral
49;12;sadness;negative
49;13;surprise;negative
49;14;neutral;neutral
49;15;surprise;negative
49;16;neutral;neutral
49;17;neutral;neutral
49;18;surprise;positive
49;19;neutral;neutral
49;20;surprise;positive
49;21;anger;negative
50;0;joy;positive
50;1;anger;negative
50;2;surprise;positive
50;3;neutral;neutral
50;4;neutral;neutral
50;5;fear;negative
50;6;fear;negative
50;7;sadness;negative
50;8;joy;positive
50;9;surprise;negative
50;10;surprise;negative
50;11;neutral;neutral
50;12;neutral;neutral
50;13;anger;negative
50;14;surprise;negative
50;15;anger;negative
50;16;neutral;neutral
51;0;neutral;neutral
51;1;sadness;negative
51;2;neutral;neutral
51;3;disgust;negative
51;4;anger;negative
51;5;anger;negative
51;6;anger;negative
51;7;anger;negative
51;8;anger;negative
51;9;anger;negative
51;10;anger;negative
52;0;neutral;neutral
52;1;joy;positive
52;2;neutral;neutral
52;3;neutral;neutral
52;4;neutral;neutral
52;5;neutral;neutral
52;6;neutral;neutral
52;7;neutral;neutral
52;8;neutral;neutral
52;9;neutral;neutral
52;10;neutral;neutral
52;11;neutral;neutral
53;0;joy;positive
53;1;joy;positive
53;2;neutral;neutral
53;3;neutral;neutral
53;4;neutral;neutral
53;5;neutral;neutral
53;6;joy;positive
53;7;neutral;neutral
53;8;joy;positive
54;0;disgust;negative
54;1;sadness;negative
54;2;anger;negative
54;3;fear;negative
54;4;fear;negative
54;5;neutral;neutral
54;6;joy;positive
54;7;anger;negative
54;8;sadness;negative
54;9;joy;positive
54;10;neutral;neutral
54;11;neutral;neutral
54;12;fear;negative
54;13;fear;negative
54;14;sadness;negative
54;15;sadness;negative
54;16;sadness;negative
54;17;joy;positive
54;18;joy;positive
54;19;joy;positive
54;20;joy;positive
54;21;neutral;neutral
54;22;joy;positive
54;23;anger;negative
55;0;joy;positive
55;1;joy;positive
55;2;neutral;neutral
55;3;surprise;positive
55;4;neutral;neutral
55;5;joy;positive
55;6;surprise;positive
55;7;neutral;neutral
55;8;joy;positive
55;9;joy;positive
55;10;joy;positive
55;11;joy;positive
55;12;joy;positive
55;13;joy;positive
55;14;joy;positive
55;15;joy;positive
55;16;neutral;neutral
56;0;surprise;positive
56;1;neutral;neutral
56;2;surprise;positive
56;3;neutral;neutral
56;4;neutral;neutral
56;5;neutral;neutral
56;6;joy;positive
57;1;neutral;neutral
57;2;fear;negative
57;3;fear;negative
58;0;neutral;neutral
58;1;neutral;neutral
58;2;surprise;positive
58;3;neutral;neutral
58;4;anger;negative
58;5;surprise;positive
58;6;neutral;neutral
58;7;neutral;neutral
58;8;neutral;neutral
58;9;neutral;neutral
59;0;neutral;neutral
59;1;joy;positive
59;2;neutral;neutral
59;3;joy;positive
59;4;joy;positive
59;5;joy;positive
59;6;joy;positive
59;7;joy;positive
59;8;joy;positive
59;9;joy;positive
61;0;neutral;neutral
61;1;joy;positive
61;2;joy;positive
61;3;neutral;neutral
61;4;neutral;neutral
61;5;sadness;negative
61;6;joy;positive
61;7;sadness;negative
61;8;joy;positive
62;0;neutral;neutral
62;1;joy;positive
62;2;neutral;neutral
62;3;joy;positive
62;5;joy;positive
62;6;neutral;neutral
62;7;neutral;neutral
62;8;neutral;neutral
62;9;surprise;negative
62;10;surprise;negative
62;11;neutral;neutral
63;0;joy;positive
63;1;neutral;neutral
63;2;joy;positive
63;3;surprise;negative
63;4;joy;positive
63;5;anger;negative
63;6;neutral;neutral
63;7;sadness;negative
64;0;anger;negative
64;1;neutral;neutral
64;2;neutral;neutral
64;3;neutral;neutral
64;4;neutral;neutral
64;5;joy;positive
64;6;neutral;neutral
64;7;joy;positive
64;8;joy;positive
64;9;anger;negative
64;10;neutral;neutral
64;11;anger;negative
64;12;neutral;neutral
65;0;joy;positive
65;1;surprise;positive
65;2;neutral;neutral
65;3;joy;positive
66;1;neutral;neutral
66;2;neutral;neutral
66;3;neutral;neutral
66;4;neutral;neutral
66;5;surprise;negative
66;6;neutral;neutral
66;7;neutral;neutral
66;8;sadness;negative
66;9;joy;positive
66;10;joy;positive
66;11;sadness;negative
66;12;neutral;neutral
67;0;surprise;positive
67;1;neutral;neutral
67;2;joy;positive
67;3;neutral;neutral
67;5;joy;positive
67;6;sadness;negative
67;7;joy;positive
67;8;joy;positive
67;9;neutral;neutral
67;10;joy;positive
67;11;joy;positive
67;12;neutral;neutral
67;13;neutral;neutral
67;14;neutral;neutral
67;15;anger;negative
68;0;anger;negative
68;1;joy;positive
68;2;neutral;neutral
68;3;surprise;negative
69;0;joy;positive
69;1;neutral;neutral
69;2;neutral;neutral
69;3;surprise;negative
69;4;sadness;negative
69;5;neutral;neutral
69;6;anger;negative
70;0;joy;positive
70;1;neutral;neutral
70;2;neutral;neutral
70;3;neutral;neutral
70;4;neutral;neutral
70;5;anger;negative
70;6;neutral;neutral
70;7;anger;negative
70;8;anger;negative
71;0;neutral;neutral
71;1;neutral;neutral
72;0;neutral;neutral
72;1;surprise;negative
72;2;neutral;neutral
72;3;surprise;negative
72;4;neutral;neutral
72;5;neutral;neutral
72;6;neutral;neutral
72;7;neutral;neutral
73;0;neutral;neutral
73;1;joy;positive
73;2;joy;positive
73;3;neutral;neutral
73;4;neutral;neutral
73;5;neutral;neutral
73;6;surprise;positive
73;7;neutral;neutral
73;8;neutral;neutral
73;9;neutral;neutral
73;10;surprise;negative
73;11;neutral;neutral
74;0;joy;positive
74;1;neutral;neutral
74;2;neutral;neutral
74;3;neutral;neutral
74;4;disgust;negative
74;5;anger;negative
74;6;anger;negative
75;0;neutral;neutral
76;0;neutral;neutral
76;1;neutral;neutral
76;2;neutral;neutral
76;3;neutral;neutral
76;4;neutral;neutral
76;5;joy;positive
76;6;joy;positive
76;7;sadness;negative
77;0;neutral;neutral
77;1;neutral;neutral
77;2;neutral;neutral
77;3;neutral;neutral
77;4;joy;positive
78;0;joy;positive
78;1;anger;negative
78;2;anger;negative
78;3;neutral;neutral
78;4;fear;negative
78;5;surprise;negative
79;0;neutral;neutral
79;1;disgust;negative
79;2;joy;positive
79;3;surprise;positive
79;4;neutral;neutral
79;5;disgust;negative
79;6;neutral;neutral
79;7;neutral;neutral
80;0;neutral;neutral
80;1;joy;positive
80;2;surprise;positive
80;3;neutral;neutral
80;4;neutral;neutral
80;5;neutral;neutral
81;0;neutral;neutral
81;1;neutral;neutral
81;2;neutral;neutral
81;3;joy;positive
81;4;fear;negative
81;5;neutral;neutral
81;6;joy;positive
81;7;surprise;positive
81;8;joy;positive
81;9;neutral;neutral
81;10;neutral;neutral
81;11;anger;negative
81;12;neutral;neutral
81;13;anger;negative
81;14;anger;negative
81;15;anger;negative
81;16;surprise;positive
82;0;neutral;neutral
82;1;neutral;neutral
82;2;anger;negative
82;3;disgust;negative
82;4;sadness;negative
82;5;neutral;neutral
82;6;disgust;negative
82;7;neutral;neutral
82;9;disgust;negative
82;10;neutral;neutral
82;11;neutral;neutral
83;0;neutral;neutral
83;1;neutral;neutral
83;2;anger;negative
83;3;neutral;neutral
84;0;fear;negative
84;1;anger;negative
84;2;anger;negative
84;3;anger;negative
84;4;neutral;neutral
84;5;neutral;neutral
84;6;sadness;negative
85;0;neutral;neutral
85;1;neutral;neutral
85;2;neutral;neutral
85;3;neutral;neutral
85;4;neutral;neutral
86;0;neutral;neutral
86;1;neutral;neutral
86;2;surprise;positive
86;3;neutral;neutral
86;4;neutral;neutral
86;5;surprise;positive
86;6;neutral;neutral
86;7;neutral;neutral
86;8;neutral;neutral
86;9;neutral;neutral
86;10;joy;positive
87;0;sadness;negative
87;1;neutral;neutral
87;2;sadness;negative
87;3;sadness;negative
87;4;joy;positive
87;5;neutral;neutral
87;6;neutral;neutral
87;7;joy;positive
87;8;joy;positive
87;9;joy;positive
88;0;neutral;neutral
88;1;joy;positive
88;2;neutral;neutral
88;3;neutral;neutral
89;0;anger;negative
89;1;neutral;neutral
89;2;joy;positive
89;4;neutral;neutral
89;5;neutral;neutral
89;6;joy;positive
89;7;joy;positive
89;8;neutral;neutral
89;9;anger;negative
89;10;surprise;negative
89;11;anger;negative
89;12;disgust;negative
89;15;neutral;neutral
89;16;joy;positive
90;0;surprise;negative
91;0;anger;negative
92;0;anger;negative
92;1;neutral;neutral
93;0;neutral;neutral
93;1;neutral;neutral
93;2;neutral;neutral
93;3;surprise;positive
93;4;neutral;neutral
93;5;surprise;negative
93;6;disgust;negative
93;7;surprise;negative
94;0;neutral;neutral
94;1;neutral;neutral
94;2;fear;negative
94;3;neutral;neutral
94;4;disgust;negative
94;5;fear;negative
94;6;anger;negative
94;7;sadness;negative
94;8;neutral;neutral
94;9;neutral;neutral
94;10;joy;positive
94;11;joy;positive
94;12;neutral;neutral
94;13;joy;positive
94;14;neutral;neutral
94;15;joy;positive
95;0;joy;positive
95;1;surprise;positive
95;2;neutral;neutral
95;3;neutral;neutral
95;4;joy;positive
95;5;joy;positive
95;6;surprise;positive
95;7;surprise;negative
95;8;anger;negative
95;9;neutral;neutral
95;10;neutral;neutral
95;11;neutral;neutral
95;12;surprise;positive
95;13;neutral;neutral
95;14;neutral;neutral
95;15;neutral;neutral
95;16;neutral;neutral
95;17;neutral;neutral
96;0;neutral;neutral
96;1;neutral;neutral
96;2;neutral;neutral
96;3;neutral;neutral
96;4;neutral;neutral
97;0;neutral;neutral
97;1;neutral;neutral
97;2;neutral;neutral
97;3;anger;negative
98;1;neutral;neutral
99;0;joy;positive
99;1;joy;positive
99;2;joy;positive
99;3;joy;positive
99;4;neutral;neutral
99;5;fear;negative
99;6;neutral;neutral
99;7;anger;negative
99;8;joy;positive
99;9;neutral;neutral
99;10;neutral;neutral
99;11;anger;negative
99;12;neutral;neutral
99;13;joy;positive
99;14;neutral;neutral
99;15;neutral;neutral
99;16;neutral;neutral
99;17;anger;negative
99;18;neutral;neutral
100;0;neutral;neutral
100;1;neutral;neutral
100;2;neutral;neutral
100;3;fear;negative
100;4;neutral;neutral
100;5;neutral;neutral
100;6;neutral;neutral
100;7;surprise;negative
101;0;neutral;neutral
101;1;surprise;negative
102;0;neutral;neutral
102;1;neutral;neutral
102;2;neutral;neutral
103;0;joy;positive
103;1;neutral;neutral
103;2;surprise;positive
103;3;joy;positive
103;4;neutral;neutral
103;5;neutral;neutral
103;6;joy;positive
103;7;joy;positive
104;0;surprise;positive
104;1;joy;positive
105;0;fear;negative
105;1;surprise;negative
106;0;neutral;neutral
106;1;surprise;negative
106;2;neutral;neutral
106;3;neutral;neutral
106;4;neutral;neutral
106;5;fear;negative
107;0;neutral;neutral
107;1;neutral;neutral
107;2;neutral;neutral
107;4;neutral;neutral
107;5;joy;positive
107;6;neutral;neutral
107;7;neutral;neutral
107;8;neutral;neutral
107;9;neutral;neutral
107;10;neutral;neutral
108;0;neutral;neutral
108;1;neutral;neutral
108;2;joy;positive
108;3;neutral;neutral
108;4;joy;positive
108;5;neutral;neutral
108;6;neutral;neutral
109;0;neutral;neutral
109;1;disgust;negative
109;3;anger;negative
109;4;joy;positive
109;5;joy;positive
109;6;sadness;negative
109;7;sadness;negative
109;8;sadness;negative
109;9;joy;positive
109;10;neutral;neutral
109;11;neutral;neutral
109;12;neutral;neutral
109;13;neutral;neutral
109;14;neutral;neutral
109;15;anger;negative
109;16;fear;negative
109;17;fear;negative
109;18;fear;negative
109;19;surprise;positive
109;20;anger;negative
109;21;joy;positive
110;0;neutral;neutral
110;1;surprise;positive
110;2;surprise;positive
110;3;anger;negative
110;4;neutral;neutral
110;5;joy;positive
111;0;joy;positive
111;1;fear;negative
111;2;joy;positive
111;3;neutral;neutral
111;4;surprise;positive
111;5;fear;negative
111;6;fear;negative
111;7;neutral;neutral
111;8;surprise;negative
111;9;neutral;neutral
111;10;surprise;negative
111;11;neutral;neutral
111;12;neutral;neutral
111;13;fear;negative
111;14;neutral;neutral
111;15;disgust;negative
111;16;surprise;positive
111;17;disgust;negative
112;0;surprise;negative
112;1;surprise;negative
112;2;anger;negative
112;3;anger;negative
112;4;disgust;negative
113;0;neutral;neutral
113;1;anger;negative
113;2;neutral;neutral
113;3;neutral;neutral
113;4;neutral;neutral
113;5;neutral;neutral
113;6;neutral;neutral
113;7;neutral;neutral
113;8;joy;positive
113;9;neutral;neutral
113;10;neutral;neutral
114;0;neutral;neutral
114;1;surprise;positive
114;2;neutral;neutral
114;3;joy;positive
114;4;joy;positive
115;0;neutral;neutral
115;1;neutral;neutral
115;2;neutral;neutral
115;3;neutral;neutral
115;4;anger;negative
115;5;neutral;neutral
115;6;surprise;negative
115;7;surprise;negative
116;0;neutral;neutral
116;1;neutral;neutral
116;2;sadness;negative
116;3;surprise;positive
116;4;neutral;neutral
116;5;neutral;neutral
116;6;neutral;neutral
116;7;sadness;negative
117;0;joy;positive
117;1;neutral;neutral
117;2;joy;positive
117;3;neutral;neutral
118;0;neutral;neutral
118;1;surprise;positive
118;2;neutral;neutral
118;3;joy;positive
118;4;anger;negative
118;5;joy;positive
119;0;neutral;neutral
119;1;neutral;neutral
119;2;neutral;neutral
119;3;neutral;neutral
119;4;sadness;negative
119;5;neutral;neutral
119;6;sadness;negative
119;7;surprise;positive
119;8;neutral;neutral
119;9;neutral;neutral
119;10;neutral;neutral
119;11;neutral;neutral
119;12;anger;negative
120;0;fear;negative
120;1;joy;positive
120;2;surprise;positive
120;3;neutral;neutral
120;4;fear;negative
120;7;neutral;neutral
120;8;neutral;neutral
120;9;neutral;neutral
120;10;neutral;neutral
120;11;neutral;neutral
120;12;neutral;neutral
120;13;neutral;neutral
120;14;neutral;neutral
120;15;neutral;neutral
121;0;neutral;neutral
121;1;joy;positive
121;2;joy;positive
121;4;disgust;negative
121;5;anger;negative
121;6;neutral;neutral
121;7;sadness;negative
122;0;surprise;negative
122;1;fear;negative
122;2;neutral;neutral
122;3;neutral;neutral
122;4;neutral;neutral
122;5;neutral;neutral
122;6;neutral;neutral
122;7;joy;positive
122;8;joy;positive
122;9;disgust;negative
122;10;neutral;neutral
122;11;neutral;neutral
122;12;disgust;negative
122;13;disgust;negative
122;14;neutral;neutral
122;15;neutral;neutral
123;0;surprise;positive
123;1;anger;negative
123;2;anger;negative
123;3;anger;negative
123;4;anger;negative
123;5;neutral;neutral
123;6;anger;negative
123;7;neutral;neutral
123;8;anger;negative
123;9;neutral;neutral
123;10;anger;negative
124;0;joy;positive
124;1;surprise;negative
124;2;neutral;neutral
124;3;disgust;negative
124;4;sadness;negative
124;5;joy;positive
124;6;joy;positive
124;7;surprise;negative
124;8;sadness;negative
124;9;neutral;neutral
124;10;neutral;neutral
124;11;joy;positive
125;0;joy;positive
125;1;neutral;neutral
125;2;neutral;neutral
125;3;neutral;neutral
125;4;neutral;neutral
125;5;neutral;neutral
125;6;neutral;neutral
125;7;neutral;neutral
125;8;surprise;positive
126;0;joy;positive
126;1;anger;negative
126;2;joy;positive
126;3;neutral;neutral
126;4;joy;positive
126;5;anger;negative
126;6;neutral;neutral
126;7;anger;negative
126;8;neutral;neutral
126;9;sadness;negative
126;10;neutral;neutral
126;11;neutral;neutral
126;12;anger;negative
127;0;neutral;neutral
127;1;fear;negative
127;2;fear;negative
127;3;disgust;negative
127;4;disgust;negative
128;0;neutral;neutral
128;1;neutral;neutral
128;2;joy;positive
128;3;joy;positive
128;4;joy;positive
128;5;joy;positive
128;6;neutral;neutral
128;7;joy;positive
128;8;neutral;neutral
128;9;joy;positive
129;0;joy;positive
129;1;sadness;negative
129;2;sadness;negative
129;3;disgust;negative
129;4;sadness;negative
129;5;anger;negative
129;6;surprise;negative
129;7;anger;negative
129;8;neutral;neutral
129;9;neutral;neutral
129;10;anger;negative
129;11;surprise;negative
129;12;surprise;negative
129;13;neutral;neutral
129;14;neutral;neutral
130;0;joy;positive
130;1;neutral;neutral
130;2;neutral;neutral
130;3;disgust;negative
130;4;neutral;neutral
130;5;neutral;neutral
130;6;neutral;neutral
130;7;neutral;neutral
130;8;neutral;neutral
130;9;disgust;negative
130;10;neutral;neutral
130;11;surprise;negative
130;12;neutral;neutral
130;13;neutral;neutral
130;14;neutral;neutral
130;15;neutral;neutral
130;16;surprise;positive
130;17;joy;positive
131;0;neutral;neutral
131;1;sadness;negative
131;2;neutral;neutral
132;0;surprise;positive
132;1;neutral;neutral
132;2;sadness;negative
132;3;surprise;negative
132;4;sadness;negative
132;5;neutral;neutral
132;6;sadness;negative
132;7;neutral;neutral
132;8;sadness;negative
132;9;neutral;neutral
132;10;neutral;neutral
133;0;fear;negative
134;0;neutral;neutral
135;0;neutral;neutral
135;1;neutral;neutral
